Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C9174,14,17,18,57,3.1,74,28,Male,North
C9445,1,19,18,62,61,1287,30,Female,West
C9533,27,27,26,65,1.4,41,29,Male,East
C9647,27,16,35,87,2.2,60,22,Female,West
C10096,8,32,22,87,9.9,218,23,Female,West
C10202,33,17,24,95,1.9,53,29,Female,West
C10228,24,29,36,65,1.7,49,28,Female,East
C10244,31,27,30,94,2,54,26,Male,North
C10333,24,36,24,94,2.9,72,20,Male,West
C10338,13,12,23,68,4.2,98,30,Male,East
C10628,44,27,29,66,0.5,23,18,Male,South
C10814,28,40,21,65,1.3,39,19,Male,West
C10834,4,8,15,60,14,301,20,Male,South
C1203,49,25,33,67,0.4,22,22,Female,North
C1317,36,15,15,81,1.3,38,20,Male,West
C1342,6,10,29,83,12.8,279,30,Female,West
C1354,46,11,22,86,0.9,33,26,Female,West
C1904,31,17,21,58,0.9,30,29,Male,East
C2182,1,17,17,86,85,1791,24,Female,West
C2480,22,20,37,81,2.7,67,28,Male,West
C3035,21,20,23,77,2.7,69,21,Female,South
C3108,10,22,31,69,5.9,133,25,Male,West
C3573,7,42,18,62,7.9,173,30,Male,West
C3745,49,21,26,76,0.6,26,29,Female,South
C3751,44,29,25,65,0.5,24,29,Female,West
C3756,37,13,27,71,0.9,31,22,Male,West
C3807,3,41,21,90,29,617,24,Female,South
C4183,47,26,20,59,0.3,18,29,Male,South
C4752,30,40,26,91,2,54,19,Male,South
C4964,29,15,17,89,2.1,57,30,Female,West
C5138,7,32,25,83,10.9,236,19,Male,North
C5214,38,29,21,75,1,32,27,Male,North
C5236,41,38,39,56,0.4,22,24,Female,North
C5617,28,22,33,71,1.5,45,23,Female,South
C5710,27,15,29,88,2.3,59,28,Male,West
C5814,39,31,14,90,1.3,39,30,Male,North
C5824,19,9,17,55,1.9,50,27,Male,South
C5999,19,31,35,94,3.9,93,28,Male,North
C6200,27,17,22,95,2.5,64,20,Male,West
C6211,3,19,27,60,19,405,28,Male,West
C6582,28,17,33,80,1.9,52,20,Female,West
C6673,7,38,32,92,12.1,263,28,Male,West
C6706,30,31,25,69,1.3,39,21,Male,South
C6724,25,31,22,80,2.2,57,30,Male,West
C6789,8,18,16,93,10.6,234,21,Female,North
C6870,33,12,20,74,1.2,40,29,Female,South
C6999,12,40,20,95,6.9,155,18,Male,South
C7287,21,12,20,85,3,77,25,Female,West
C7643,12,21,24,81,5.8,132,29,Female,South
C7887,25,24,18,62,1.5,44,27,Female,North
C8250,21,24,12,82,2.9,74,26,Female,North
C8269,19,29,21,79,3.2,77,27,Male,West
C8676,2,15,30,82,40,848,19,Female,West
C8780,34,38,26,62,0.8,29,19,Male,West
C9316,32,11,35,70,1.2,38,22,Female,South
C9780,49,27,17,82,0.7,29,28,Female,West
C9912,15,22,24,61,3.1,76,30,Female,West
C1000,38,34,17,95,1.5,43,44,Male,West
C1021,21,34,11,57,1.7,47,43,Male,West
C10309,20,8,23,65,2.3,58,,Male,North
C10575,44,33,28,81,0.8,32,,Female,West
C10592,37,26,26,95,1.6,45,,Male,East
C10621,6,22,24,60,9,197,32,Male,West
C1372,17,29,17,84,3.9,93,,Male,North
C1616,3,25,33,59,18.7,400,,Female,West
C1879,35,16,18,71,1,35,,Female,West
C2335,8,13,25,66,7.3,161,45,Male,North
C2669,3,8,28,91,29.3,622,,Male,West
C2794,31,8,13,80,1.6,47,,Female,East
C2860,31,38,27,79,1.5,44,45,Male,South
C3046,28,29,13,59,1.1,36,,Female,West
C3082,44,29,27,71,0.6,25,,Male,South
C3530,19,42,19,72,2.8,69,31,Male,West
C3595,5,13,33,67,12.4,270,,Female,South
C3633,38,30,21,63,0.7,26,45,Male,East
C3769,11,30,18,77,6,135,32,Male,North
C4199,46,19,17,66,0.4,23,,Female,East
C4278,24,12,30,73,2,54,,Male,South
C4372,36,10,20,57,0.6,24,44,Male,West
C4424,2,10,14,87,42.5,898,32,Male,North
C4438,15,11,24,86,4.7,111,,Female,West
C4634,47,14,20,90,0.9,34,45,Female,East
C4912,24,39,24,91,2.8,72,37,Female,West
C5308,12,34,15,62,4.2,97,,Male,East
C5334,18,10,23,95,4.3,102,,Female,North
C5452,39,18,19,56,0.4,21,,Male,East
C6084,6,18,27,56,8.3,183,31,Male,West
C6309,27,31,28,66,1.4,41,,Male,West
C6358,10,40,17,62,5.2,120,,Female,East
C6478,44,17,15,88,1,33,,Male,West
C6519,21,17,22,87,3.1,77,41,Male,South
C6796,39,22,25,66,0.7,28,36,Female,West
C6890,46,32,33,58,0.3,18,,Male,West
C7303,38,20,32,66,0.7,27,,Male,West
C7340,41,33,21,68,0.7,26,,Male,West
C7387,17,24,28,93,4.5,104,44,Male,West
C7766,31,30,23,64,1.1,34,,Male,South
C7779,36,24,22,84,1.3,42,,Female,West
C8001,16,41,11,74,3.6,86,42,Male,West
C8124,19,42,28,73,2.8,70,37,Male,South
C8125,32,42,26,86,1.7,47,38,Male,West
C8456,6,31,24,57,8.5,186,42,Male,East
C8646,18,36,25,84,3.7,89,,Female,West
C8989,17,23,19,72,3.2,78,38,Male,South
C8995,36,14,20,57,0.6,24,36,Male,South
C9493,9,17,26,77,7.6,167,,Male,North
C9646,45,19,20,71,0.6,26,,Female,West
C9800,34,34,23,91,1.7,49,,Female,West
C9920,42,34,20,86,1,36,40,Female,West
C9958,42,27,21,81,0.9,34,,Female,North
C10047,3,25,17,81,26,554,,Female,East
C1005,9,29,24,58,5.4,125,,Female,West
C10111,4,10,19,57,13.3,285,,Male,West
C10117,50,32,18,88,0.8,30,,Female,South
C10156,33,28,22,70,1.1,37,,Female,East
C10187,42,34,28,65,0.5,26,,Female,West
C10388,14,28,24,94,5.7,130,,Male,North
C10613,44,21,14,76,0.7,27,,Male,North
C1320,14,13,19,76,4.4,103,,Male,South
C1711,18,33,25,67,2.7,67,,Male,South
C2113,15,13,21,58,2.9,70,,Male,East
C2353,14,16,17,73,4.2,100,,Female,West
C2412,15,26,22,77,4.1,99,,Female,South
C2438,25,17,17,75,2,53,,Male,West
C2522,45,16,24,86,0.9,31,,Male,East
C2693,21,18,28,69,2.3,59,,Male,West
C2710,36,27,23,79,1.2,39,,Female,North
C2869,12,15,13,77,5.4,125,,Female,West
C2977,30,29,16,71,1.4,40,,Male,West
C3245,18,26,14,71,2.9,74,,Female,South
C3884,36,41,20,90,1.5,43,,Male,North
C3993,26,8,32,79,2,56,,Female,North
C4177,33,18,22,88,1.7,49,,Female,East
C4506,4,23,31,92,22,469,,Male,South
C4542,15,21,29,69,3.6,85,,Male,North
C5500,33,21,33,88,1.7,47,,Male,West
C5918,39,15,28,85,1.2,37,,Male,West
C6035,18,26,22,87,3.8,91,,Male,West
C6261,36,16,29,71,1,32,,Male,North
C6721,23,13,23,70,2,56,,Female,East
C7107,42,10,20,59,0.4,21,,Male,North
C7471,6,12,19,57,8.5,186,,Male,West
C7576,4,28,36,78,18.5,396,,Male,North
C7761,28,10,28,66,1.4,42,,Female,West
C7814,38,33,31,59,0.6,24,,Male,West
C8183,31,13,21,88,1.8,50,,Male,West
C8273,49,16,15,87,0.8,29,,Male,
C8504,5,12,18,82,15.4,333,,Female,East
C9156,37,29,24,93,1.5,46,,Female,East
C9234,43,35,24,76,0.8,30,,Female,West
C9243,33,26,24,63,0.9,31,,Male,West
C9617,46,37,29,74,0.6,27,,Female,West
C9991,39,34,29,85,1.2,37,,Male,West
C10474,42,38,11,85,1,34,25,Male,North
C10566,40,32,30,87,1.2,37,21,Male,West
C10790,47,36,25,74,0.6,26,22,Female,West
C1210,23,40,30,87,2.8,69,26,Male,West
C1286,23,14,28,65,1.8,51,21,Female,South
C1301,11,20,24,65,4.9,112,18,Male,West
C1355,49,15,21,81,0.7,28,28,Female,West
C1736,49,20,23,89,0.8,30,24,Male,West
C1918,6,22,37,72,11,239,24,Male,South
C2092,38,9,20,92,1.4,42,26,Male,South
C2253,13,9,16,94,6.2,140,27,Male,North
C2602,3,36,17,73,23.3,496,22,Male,West
C2664,42,27,21,93,1.2,40,27,Female,West
C2691,4,18,22,65,15.3,329,19,Female,South
C2773,16,26,25,67,3.2,79,26,Female,West
C2791,12,40,32,79,5.6,129,19,Female,East
C2889,42,34,21,64,0.5,23,25,Male,West
C3079,19,30,15,86,3.5,84,24,Male,South
C3545,7,8,18,75,9.7,212,18,Male,North
C3685,40,37,28,81,1,34,24,Male,North
C3723,48,14,32,85,0.8,29,21,Male,North
C4193,46,35,20,94,1,36,28,Female,West
C4247,18,39,29,71,2.9,72,20,Male,North
C4476,4,36,20,81,19.3,413,22,Female,West
C5026,42,31,31,93,1.2,40,21,Female,West
C5103,45,42,21,74,0.6,26,30,Male,South
C5691,27,14,27,69,1.6,44,22,Male,West
C5815,40,15,23,74,0.9,32,24,Female,West
C6242,23,29,34,57,1.5,42,27,Male,North
C6284,6,40,16,59,8.8,193,30,Male,West
C6285,20,9,15,59,2,51,18,Male,South
C6549,4,36,33,67,15.8,340,30,Female,South
C6671,28,29,16,85,2,56,19,Female,South
C7386,48,14,23,60,0.3,18,27,Male,West
C7420,23,28,20,74,2.2,59,20,Female,West
C7583,31,28,15,92,2,55,25,Female,South
C7601,21,25,26,86,3.1,78,28,Female,West
C7602,11,16,10,60,4.5,103,30,Male,West
C8101,32,40,11,63,1,32,26,Male,South
C8799,9,41,27,90,9,200,28,Female,South
C10313,32,13,11,65,1,35,21,Female,West
C10395,39,28,24,81,1.1,35,29,Male,South
C10546,43,14,29,82,0.9,33,25,Female,South
C10730,7,33,18,65,8.3,182,27,Male,West
C10875,29,37,26,62,1.1,37,18,Female,North
C11041,15,26,25,61,3.1,76,28,Female,North
C1205,49,22,16,88,0.8,31,19,Female,West
C1478,35,15,18,82,1.3,42,23,Female,South
C1641,12,34,30,80,5.7,130,30,Female,North
C1889,23,14,24,89,2.9,73,20,Female,South
C2428,17,21,18,63,2.7,67,24,Male,West
C2879,34,23,16,62,0.8,29,26,Male,South
C2913,24,30,18,62,1.6,46,28,Female,West
C3395,13,18,32,80,5.2,118,18,Male,North
C4050,48,22,24,57,0.2,18,25,Female,North
C4491,46,16,32,73,0.6,25,23,Male,North
C4493,9,32,18,95,9.6,211,23,Female,South
C4594,15,33,25,71,3.7,90,24,Female,North
C4711,44,42,22,67,0.5,25,20,Female,West
C4893,6,31,21,87,13.5,293,27,Female,East
C5065,19,30,22,68,2.6,67,20,Female,South
C5290,26,18,12,78,2,53,24,Male,North
C5303,27,12,33,72,1.7,46,18,Male,South
C5801,34,26,21,78,1.3,39,25,Male,North
C5830,6,37,18,95,14.8,319,24,Male,South
C5844,12,10,18,69,4.8,111,18,Female,North
C5914,34,9,19,78,1.3,41,22,Female,West
C6293,44,8,15,79,0.8,31,26,Female,West
C6354,21,15,25,76,2.6,66,30,Male,South
C6608,13,8,24,75,4.8,112,27,Female,South
C6739,5,20,19,56,10.2,222,25,Male,North
C6874,24,16,14,56,1.3,39,27,Male,South
C7026,44,36,26,69,0.6,24,21,Male,West
C7574,22,19,18,83,2.8,71,30,Female,South
C8335,50,24,24,88,0.8,28,21,Male,West
C8419,29,10,32,55,0.9,30,23,Male,West
C8641,27,13,22,85,2.1,58,28,Female,North
C8803,13,39,24,73,4.6,106,23,Male,North
C8842,34,9,18,62,0.8,29,20,Male,West
C10181,6,14,33,73,11.2,244,36,Female,North
C10280,23,14,21,74,2.2,59,30,Female,South
C10704,9,33,28,86,8.6,190,20,Female,South
C10711,23,34,15,71,2.1,57,22,Female,West
C1664,17,37,16,66,2.9,73,23,Female,West
C1700,1,16,29,71,70,1474,33,Male,North
C1997,50,20,11,66,0.3,19,20,Male,West
C2010,21,25,16,58,1.8,48,37,Male,West
C2068,2,13,15,87,42.5,900,22,Female,North
C2153,17,37,21,84,3.9,95,22,Female,South
C2183,26,14,27,64,1.5,44,29,Female,West
C2200,7,41,15,85,11.1,244,19,Female,South
C2231,18,31,17,68,2.8,69,29,Male,North
C2348,9,41,13,65,6.2,141,25,Female,South
C2445,46,21,28,89,0.9,34,24,Female,West
C2447,25,9,24,81,2.2,60,27,Female,North
C2510,23,37,20,69,2,55,27,Female,West
C2519,26,27,21,89,2.4,64,43,Female,West
C2763,26,24,38,61,1.3,41,33,Female,West
C4068,33,40,25,80,1.4,44,24,Female,North
C4103,44,8,20,59,0.3,19,22,Male,West
C4170,18,8,17,91,4.1,95,23,Male,South
C4257,25,12,16,64,1.6,46,39,Female,North
C4462,38,36,33,66,0.7,27,31,Male,East
C5338,19,15,11,95,4,94,30,Male,West
C5394,3,9,27,65,20.7,440,33,Male,South
C5580,31,38,18,63,1,35,30,Female,South
C5694,45,35,32,71,0.6,24,19,Male,East
C5713,2,37,25,84,41,867,25,Male,West
C6296,35,30,27,74,1.1,35,45,Male,West
C6351,2,12,28,56,27,573,34,Male,West
C6391,5,10,29,75,14,303,22,Female,West
C6439,48,34,30,66,0.4,22,18,Female,South
C6595,23,14,11,81,2.5,66,19,Female,West
C7277,42,28,14,61,0.5,22,42,Male,East
C7282,3,38,24,57,18,386,33,Female,West
C7627,47,22,30,77,0.6,28,18,Female,West
C7982,4,23,18,69,16.3,348,35,Male,West
C8172,45,10,18,56,0.2,19,28,Female,South
C8277,12,41,14,74,5.2,120,22,Female,North
C8630,26,19,20,81,2.1,57,23,Female,South
C8908,48,27,16,69,0.4,24,30,Female,West
C8933,28,8,16,66,1.4,40,21,Male,South
C9016,34,19,29,79,1.3,39,41,Male,West
C9054,44,37,16,68,0.5,26,39,Female,West
C9167,18,12,16,89,3.9,93,24,Male,South
C9477,49,28,27,60,0.2,17,19,Male,North
C9511,11,25,32,74,5.7,129,45,Male,South
C9733,6,21,25,77,11.8,258,30,Female,North
C9866,9,35,23,72,7,156,18,Male,West
C10004,15,16,24,86,4.7,109,,Male,West
C10008,5,28,25,90,17,366,,Female,South
C10341,45,14,24,87,0.9,34,,Female,North
C10368,24,15,23,66,1.8,48,,Male,South
C10416,6,26,28,88,13.7,297,,Female,West
C10437,28,24,30,62,1.2,37,,Male,East
C10513,34,41,24,70,1.1,36,,Female,South
C1066,46,36,11,74,0.6,27,,Female,West
C10788,19,12,29,58,2.1,53,,Male,South
C10919,3,42,20,72,23,491,,Female,South
C11089,42,11,13,95,1.3,41,,Female,North
C1293,33,15,24,88,1.7,49,,Female,South
C1417,46,38,34,71,0.5,24,,Male,West
C1888,11,34,25,87,6.9,154,,Male,West
C2489,19,13,27,78,3.1,76,,Male,North
C2649,30,33,28,61,1,33,,Male,East
C2797,7,24,21,56,7,157,,Female,West
C2994,24,17,23,57,1.4,42,,Female,East
C3032,11,42,26,81,6.4,145,,Female,West
C3064,36,17,20,80,1.2,37,,Male,East
C3112,8,17,27,95,10.9,237,,Male,South
C3876,28,42,24,84,2,53,,Male,South
C3966,39,38,19,67,0.7,29,,Female,East
C4139,37,25,22,60,0.6,25,,Male,West
C4377,41,37,22,83,1,34,,Male,West
C4392,1,30,20,81,80,1684,,Male,North
C4470,28,8,16,95,2.4,61,,Male,West
C4543,22,34,25,89,3,75,,Male,North
C4805,31,36,11,73,1.4,40,,Male,North
C4852,8,40,28,82,9.3,203,,Male,West
C5068,3,34,35,76,24.3,517,,Male,South
C5104,44,37,21,87,1,33,,Male,South
C5171,14,37,16,75,4.4,103,,Female,West
C5192,12,34,22,81,5.8,132,,Female,North
C5466,39,16,29,90,1.3,39,,Male,South
C5624,2,34,25,76,37,783,,Male,North
C5702,26,34,35,90,2.5,63,,Male,South
C5856,21,19,30,93,3.4,83,,Male,North
C6012,32,30,16,68,1.1,35,,Male,South
C6344,17,40,29,64,2.8,70,,Female,North
C6395,22,26,23,89,3,75,,Male,East
C6750,39,37,27,86,1.2,37,,Male,West
C6773,4,23,34,79,18.8,401,,Male,South
C6908,40,19,32,95,1.4,41,,Male,West
C7059,8,31,19,90,10.3,226,,Female,West
C7213,48,34,16,82,0.7,27,,Male,West
C7301,2,8,25,83,40.5,858,,Female,West
C7789,34,19,14,86,1.5,46,,Female,South
C7888,18,32,25,65,2.6,67,,Female,South
C8205,36,8,18,74,1.1,36,,Female,North
C8408,4,13,18,66,15.5,335,,Female,North
C8588,1,20,19,82,81,1707,,Female,East
C8761,39,32,19,70,0.8,31,,Female,West
C8844,4,26,35,94,22.5,482,,Female,West
C8920,8,34,27,88,10,219,,Male,West
C8922,32,29,25,93,1.9,54,,Female,East
C9045,12,39,16,82,5.8,134,,Female,East
C9097,1,11,21,63,62,1308,,Female,North
C9115,50,34,11,77,0.5,24,,Male,North
C9139,22,27,28,78,2.5,66,,Female,West
C9155,17,28,31,67,2.9,74,,Female,South
C9353,25,40,21,61,1.4,43,,Female,West
C9548,41,36,17,94,1.3,41,,Female,South
C9706,12,42,33,71,4.9,113,,Male,South
C9729,49,13,13,82,0.7,29,,Female,South
C9817,41,28,38,70,0.7,27,,Male,West
C9965,33,25,26,60,0.8,31,,Female,West
C1038,1,21,18,69,68,1432,29,Male,South
C10729,41,37,16,71,0.7,29,22,Female,North
C10855,29,11,27,88,2,54,26,Male,West
C11021,44,24,28,76,0.7,29,20,Female,North
C11040,25,39,23,94,2.8,71,24,Female,North
C1161,38,13,22,55,0.4,23,22,Female,South
C1180,20,42,15,90,3.5,84,19,Male,West
C1273,48,39,28,87,0.8,29,21,Male,West
C1332,28,8,29,65,1.3,39,24,Male,West
C1349,25,28,19,93,2.7,70,27,Female,North
C1444,37,39,28,90,1.4,44,30,Female,South
C1975,15,38,20,71,3.7,88,26,Male,South
C2094,37,38,17,68,0.8,31,22,Female,West
C2496,2,23,39,90,44,930,21,Male,North
C2609,49,14,22,89,0.8,32,29,Female,North
C2652,9,42,20,63,6,137,18,Female,South
C2698,14,22,33,55,2.9,71,24,Male,West
C2897,49,13,23,82,0.7,29,23,Female,West
C3103,46,19,21,57,0.2,19,18,Female,South
C3107,38,35,15,87,1.3,39,28,Male,South
C3157,29,38,19,67,1.3,41,28,Female,North
C3353,43,42,28,74,0.7,27,18,Male,East
C3407,30,27,16,62,1.1,34,21,Male,North
C3579,18,42,23,68,2.8,71,20,Female,East
C3674,38,35,15,63,0.7,26,28,Male,West
C3848,4,23,29,76,18,387,20,Female,West
C4094,31,41,18,63,1,33,18,Male,East
C4390,27,27,20,68,1.5,45,18,Female,West
C4413,2,29,35,73,35.5,753,30,Female,East
C4618,47,18,20,80,0.7,29,26,Female,South
C4923,3,12,33,68,21.7,461,19,Male,West
C5083,22,42,24,80,2.6,66,23,Male,North
C5372,21,31,23,84,3,74,30,Male,South
C5711,46,26,17,59,0.3,18,21,Male,North
C5761,23,20,18,70,2,56,26,Female,East
C5967,19,30,20,92,3.8,93,20,Female,South
C6371,48,30,35,86,0.8,29,22,Male,East
C6485,33,8,30,95,1.9,51,24,Male,South
C6527,18,42,28,82,3.6,85,22,Male,East
C6893,15,8,27,58,2.9,72,29,Female,West
C6933,32,41,27,68,1.1,35,23,Male,West
C7100,19,37,17,70,2.7,67,18,Male,West
C7299,33,40,20,81,1.5,44,20,Female,North
C7418,43,39,26,67,0.6,26,21,Female,West
C7746,5,37,35,75,14,303,18,Female,South
C7936,26,15,16,59,1.3,38,19,Male,South
C8220,18,21,29,64,2.6,64,18,Male,South
C8645,26,25,15,67,1.6,44,21,Male,West
C9198,40,27,36,64,0.6,27,22,Female,South
C9720,44,20,14,91,1.1,35,27,Male,East
C10053,11,24,18,71,5.5,124,24,Male,North
C10121,33,12,18,94,1.8,52,22,Female,West
C1097,20,40,21,67,2.4,60,29,Male,West
C1364,8,38,34,63,6.9,153,29,Male,South
C1387,50,41,26,77,0.5,26,29,Female,West
C1549,13,35,23,56,3.3,81,18,Female,North
C1923,49,20,19,69,0.4,23,21,Female,East
C1955,7,24,15,63,8,176,20,Male,West
C2343,19,15,32,57,2,52,29,Male,West
C2788,24,11,17,92,2.8,72,19,Female,North
C3185,35,28,31,69,1,32,24,Male,North
C3194,25,41,17,81,2.2,60,24,Female,North
C3780,44,16,15,76,0.7,27,18,Male,North
C4137,35,34,32,77,1.2,39,21,Female,South
C4459,21,31,31,85,3,75,18,Male,South
C4647,39,8,24,92,1.4,42,24,Female,South
C4710,6,32,30,87,13.5,293,22,Female,South
C5255,40,13,17,89,1.2,38,28,Male,North
C5428,6,41,26,77,11.8,258,18,Female,East
C5548,2,9,22,81,39.5,835,28,Male,North
C5933,40,42,12,58,0.5,21,22,Male,North
C5941,6,42,20,56,8.3,183,28,Male,South
C6037,43,14,35,91,1.1,36,28,Male,West
C6709,50,35,16,58,0.2,18,25,Female,West
C6775,3,11,22,82,26.3,559,21,Male,West
C6964,39,28,33,73,0.9,30,26,Male,West
C7231,24,39,14,79,2.3,59,25,Male,North
C7362,24,14,20,63,1.6,45,23,Male,North
C7495,8,24,17,73,8.1,179,21,Male,West
C7742,16,22,15,86,4.4,104,27,Female,North
C8003,26,20,17,71,1.7,49,21,Female,West
C8030,15,18,26,68,3.5,86,24,Female,West
C8710,24,29,17,62,1.6,46,27,Female,West
C9089,24,39,29,91,2.8,70,26,Male,West
C9258,4,27,40,89,21.3,455,23,Female,North
C9625,31,30,35,93,2,53,25,Male,East
C9796,11,26,29,77,6,135,21,Male,South
C9962,15,38,17,83,4.5,105,29,Male,North
C10035,29,34,16,65,1.2,39,27,Female,West
C10137,36,24,14,78,1.2,36,30,Male,North
C10138,7,30,28,56,7,157,30,Female,West
C10292,22,33,24,65,2,52,29,Male,West
C10307,41,9,17,67,0.6,27,24,Female,South
C10401,17,21,24,77,3.5,84,24,Male,North
C10424,31,28,20,89,1.9,51,19,Male,South
C10487,19,9,12,58,2.1,55,22,Female,East
C10614,47,42,33,55,0.2,18,18,Female,South
C11081,36,36,27,57,0.6,24,19,Male,West
C1132,33,17,11,55,0.7,28,23,Female,North
C1370,44,10,13,94,1.1,38,19,Female,East
C1389,3,12,30,62,19.7,421,25,Female,West
C1404,47,31,35,55,0.2,18,30,Female,North
C1439,15,10,19,85,4.7,108,30,Male,West
C1507,33,34,17,55,0.7,28,22,Female,East
C2045,35,29,27,60,0.7,27,19,Male,East
C2116,11,42,19,57,4.2,97,24,Male,North
C2286,41,18,14,62,0.5,23,23,Male,North
C2307,11,36,15,95,7.6,172,25,Female,West
C2541,22,15,40,93,3.2,80,28,Female,West
C2800,7,25,15,83,10.9,238,24,Female,West
C2926,25,42,34,93,2.7,70,22,Female,East
C3382,45,15,24,77,0.7,27,30,Male,West
C3512,18,37,11,73,3.1,76,23,Female,West
C3680,25,36,17,75,2,53,20,Male,North
C3805,43,31,22,65,0.5,23,26,Male,South
C3847,4,22,28,77,18.3,390,18,Male,South
C3978,15,21,20,55,2.7,66,27,Male,West
C3988,8,33,24,68,7.5,168,23,Female,East
C4192,37,35,13,87,1.4,40,28,Male,East
C4358,18,32,26,64,2.6,66,25,Female,East
C4518,29,34,14,76,1.6,47,21,Female,South
C4772,2,30,23,67,32.5,690,24,Female,West
C4792,8,30,12,73,8.1,181,27,Female,East
C4980,12,10,20,74,5.2,120,24,Female,West
C5280,9,28,18,74,7.2,162,18,Female,North
C6243,7,41,16,87,11.4,248,20,Male,South
C6327,35,30,24,75,1.1,36,19,Male,West
C6388,49,10,35,68,0.4,21,28,Male,South
C6477,11,38,22,71,5.5,124,30,Male,West
C6479,27,20,35,67,1.5,42,27,Male,South
C6569,42,20,20,70,0.7,26,25,Male,North
C6577,13,13,32,66,4.1,97,22,Female,South
C6648,22,31,26,64,1.9,51,26,Male,North
C6656,41,29,21,74,0.8,31,30,Female,East
C7173,16,19,33,71,3.4,82,19,Male,West
C7204,20,28,27,80,3,74,19,Male,North
C7375,46,28,32,56,0.2,19,23,Female,South
C7512,24,25,20,79,2.3,59,18,Male,East
C7600,33,19,21,93,1.8,52,18,Female,West
C7962,39,15,23,84,1.2,38,21,Female,West
C8170,12,41,17,84,6,137,30,Female,East
C8176,35,12,22,79,1.3,38,26,Male,West
C8380,44,12,16,60,0.4,20,23,Male,South
C8515,44,13,17,62,0.4,23,28,Female,West
C8525,12,35,32,88,6.3,144,30,Female,West
C8598,4,42,24,65,15.3,327,21,Male,North
C8633,50,29,17,77,0.5,24,28,Male,North
C8704,21,11,11,73,2.5,65,27,Female,North
C8779,46,31,15,64,0.4,21,26,Male,West
C9342,49,16,23,73,0.5,25,19,Female,West
C9352,4,28,15,95,22.8,487,18,Female,North
C9456,23,26,25,61,1.7,48,26,Female,North
C10279,32,35,17,69,1.2,38,,Female,West
C1034,30,37,17,56,0.9,30,42,Male,South
C10683,49,21,26,78,0.6,27,,Female,North
C10989,50,10,23,94,0.9,31,40,Male,East
C10996,43,31,16,68,0.6,26,39,Female,South
C1243,3,16,31,58,18.3,393,,Female,East
C1287,26,10,18,61,1.3,41,39,Female,West
C1316,12,28,23,59,3.9,92,,Male,South
C1497,21,12,26,66,2.1,58,38,Female,North
C1590,30,38,21,70,1.3,39,30,Male,West
C1709,2,9,23,91,44.5,942,,Female,North
C1781,37,41,15,71,0.9,33,,Female,North
C1917,7,40,12,67,8.6,188,44,Male,West
C2026,30,39,21,72,1.4,41,,Male,South
C2044,50,25,17,69,0.4,20,31,Male,East
C2192,14,31,27,63,3.5,83,38,Male,North
C2392,29,23,23,59,1,35,,Female,North
C2657,37,12,26,65,0.8,28,,Male,West
C2811,12,19,23,59,3.9,94,,Female,West
C2848,34,10,14,76,1.2,40,,Female,North
C3137,10,28,18,75,6.5,148,36,Female,South
C3665,21,37,31,78,2.7,70,,Female,South
C3947,18,29,22,57,2.2,58,,Female,East
C4166,22,9,27,63,1.9,52,44,Female,West
C4328,5,27,26,89,16.8,362,33,Female,West
C4398,39,18,25,76,0.9,34,34,Female,East
C4583,39,39,37,56,0.4,23,,Female,South
C4637,1,12,14,65,64,1348,,Male,North
C5022,28,33,17,67,1.4,40,31,Male,East
C5062,27,13,15,92,2.4,62,36,Male,North
C5220,28,15,29,83,2,52,31,Male,South
C5284,27,28,32,58,1.1,35,,Male,North
C5496,28,39,38,80,1.9,50,,Male,North
C5515,16,33,23,77,3.8,90,40,Male,South
C5602,26,38,15,71,1.7,49,,Female,North
C5813,16,15,22,90,4.6,107,44,Male,East
C6107,39,8,20,84,1.2,38,,Female,West
C6535,1,13,13,62,61,1287,,Female,North
C6607,45,23,25,73,0.6,27,,Female,North
C6757,26,40,16,69,1.7,46,45,Male,South
C6949,22,24,35,76,2.5,64,43,Female,South
C7022,26,11,16,63,1.4,41,,Male,North
C7359,17,24,14,84,3.9,95,37,Female,West
C7464,47,32,19,89,0.9,33,,Female,South
C7467,40,25,13,75,0.9,30,42,Male,South
C7791,30,41,23,73,1.4,43,37,Female,East
C8096,34,13,22,72,1.1,35,,Male,North
C8245,39,24,31,66,0.7,28,40,Female,South
C8867,27,30,19,85,2.1,58,,Female,South
C9254,6,32,33,95,14.8,321,,Female,West
C9360,15,23,32,83,4.5,107,,Female,South
C9398,8,26,12,90,10.3,224,43,Male,West
C9531,14,20,14,85,5.1,116,42,Male,South
C9658,23,25,13,63,1.7,49,,Female,East
C9749,10,25,31,84,7.4,164,,Male,West
C9799,31,21,26,75,1.4,41,37,Male,West
C9939,2,16,12,89,43.5,919,35,Male,South
C10757,7,28,29,76,9.9,217,,Female,North
C10849,36,39,35,55,0.5,23,,Male,West
C11092,25,39,33,74,2,54,,Female,South
C1142,41,15,17,69,0.7,26,,Male,West
